,Mode of study,Level of study,Subject level,Subject code,Subject,Question,Responses,Population,Suppression reason,Option 1,Option 2,Option 3,Option 4,Option 5,This does not apply to me,Positivity measure (%),Benchmark (%),Difference (ppt),Standard deviation,Contribution to benchmark (%),Materially below benchmark (%),Broadly in line with benchmark (%),Materially above benchmark (%),Publication response headcount,Publication response rate (%)
3876,Full-time,First degree,CAH3,CAH09-01-01,Mathematics,Theme 7: Student voice,88.8,143.6,,,,,,,,58.1,75.6,-17.4,4.8,6.3,99.9,0.1,0,165,61.8
3877,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q01: How good are teaching staff at explaining things?,45.8,69.9,,4.33,26.62,10.66,4.16,,0,67.6,88.6,-21,5.7,6.3,99.9,0.1,0,98,65.5
3878,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q02: How often do teaching staff make the subject engaging?,45.8,69.9,,6.49,13.98,19.98,5.32,,0,44.7,74.2,-29.4,7,6.3,100,0,0,98,65.5
3879,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q03: How often is the course intellectually stimulating?,45.8,69.9,,21.8,17.81,4.66,1.5,,0,86.5,87.6,-1,4.7,6.3,37.6,40,22.4,98,65.5
3880,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q04: How often does your course challenge you to achieve your best work?,45.8,69.9,,20.31,18.81,4.82,1.83,,0,85.5,83,2.5,5.3,6.3,17.7,32.6,49.7,98,65.5
3881,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,45.8,69.9,,13.48,21.47,8.66,2.16,,0,76.4,81.7,-5.4,5.9,6.3,68.8,22.2,9,98,65.5
3882,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,45.8,69.9,,11.31,20.81,10.82,2.83,,0,70.2,86,-15.8,5.8,6.3,98.9,1,0.1,98,65.5
3883,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,45.4,69.9,,10.31,22.15,8.82,4.16,,0.33,71.4,79.3,-7.9,6.3,6.2,80.5,14.6,4.9,98,65.5
3884,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q08: To what extent does your course have the right balance of directed and independent study?,45.8,69.9,,8.99,15.81,13.81,7.16,,0,54.2,77.7,-23.5,6.8,6.3,99.9,0.1,0,98,65.5
3885,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,45.8,69.9,,10.65,20.48,10.98,3.66,,0,68,76.3,-8.3,6.6,6.3,81.2,13.8,5,98,65.5
3886,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q10: How clear were the marking criteria used to assess your work?,45.8,69.9,,6.49,14.48,16.14,8.66,,0,45.8,75.1,-29.3,7,6.3,100,0,0,98,65.5
3887,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q11: How fair has the marking and assessment been on your course?,45.8,69.9,,3.33,21.96,11.32,9.16,,0,55.3,81.8,-26.6,6.6,6.3,100,0,0,98,65.5
3888,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q12: How well have assessments allowed you to demonstrate what you have learned?,45.8,69.9,,4.66,21.64,11.14,8.33,,0,57.5,76.4,-19,6.6,6.3,99.3,0.6,0.1,98,65.5
3889,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q13: How often have you received assessment feedback on time?,44.8,69.9,,12.33,19.63,9.98,2.83,,1,71.4,79.6,-8.2,6.3,6.2,81.8,13.7,4.5,98,65.5
3890,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q14: How often does feedback help you to improve your work?,44.8,69.9,,9.82,16.14,12.82,5.99,,1,58,70.5,-12.5,7,6.2,92.2,6.2,1.7,98,65.5
3891,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q15: How easy was it to contact teaching staff when you needed to?,44.9,69.9,,16.65,19.3,6.83,2.16,,0.83,80,86.8,-6.8,5.2,6.2,79.9,16.6,3.6,98,65.5
3892,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q16: How well have teaching staff supported your learning?,45.3,69.9,,9.16,21.29,10.49,4.33,,0.5,67.3,85.2,-17.9,6,6.1,99.5,0.5,0,98,65.5
3893,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q17: How well organised is your course?,45.8,69.9,,7.32,26.14,9.48,2.83,,0,73.1,82.1,-9,6,6.3,85.7,11.4,2.9,98,65.5
3894,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q18: How well were any changes to teaching on your course communicated?,44.9,69.9,,8.49,21.14,11.48,3.83,,0.83,65.9,84.6,-18.7,6.3,6.3,99.5,0.5,0,98,65.5
3895,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q19: How well have the IT resources and facilities supported your learning?,43.9,69.9,,11.65,24.64,4.99,2.66,,1.83,82.6,87.1,-4.5,5.2,6.2,65,26.2,8.9,98,65.5
3896,Full-time,First degree,CAH3,CAH09-01-03,Statistics,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",42.8,69.9,,10.98,22.97,6.32,2.5,,3,79.4,88.5,-9.1,5.4,6.3,88.8,9.6,1.6,98,65.5
3897,Full-time,First degree,CAH3,CAH09-01-03,Statistics,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",44.3,69.9,,14.81,24.3,2.66,2.5,,1.5,88.3,90,-1.6,4.4,6.3,42.1,40.7,17.2,98,65.5
3898,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q22: To what extent do you get the right opportunities to give feedback on your course?,45.8,69.9,,11.48,23.31,8.15,2.83,,0,76,86.5,-10.5,5.8,6.3,91.7,7.1,1.2,98,65.5
3899,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q23: To what extent are students' opinions about the course valued by staff?,44.9,69.9,,6.99,19.47,10.49,7.99,,0.83,58.9,75.8,-16.9,6.9,6.3,98.1,1.6,0.3,98,65.5
3900,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q24: How clear is it that students' feedback on the course is acted on?,44.4,69.9,,6.16,16.48,13.98,7.82,,0.83,50.9,71.1,-20.1,7.3,6.3,99.2,0.7,0.1,98,65.5
3901,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q25: How well does the students' union (association or guild) represent students' academic interests?,41.5,69.9,,3.65,22.32,10.16,5.32,,3.49,62.7,75.6,-13,7.1,6.2,93.1,5.5,1.4,98,65.5
3902,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Q26: How well communicated was information about your university/college's mental wellbeing support services?,42.6,69.9,,9.65,18.81,8.49,5.66,,2.33,66.8,82.7,-15.9,6.7,6.2,97.7,2,0.3,98,65.5
3903,Full-time,First degree,CAH3,CAH09-01-03,Statistics,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",43.9,69.9,,12.65,20.31,9.15,1.83,,1,75,87.4,-12.4,5.8,6.9,95.6,3.9,0.5,98,65.5
3904,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Theme 1: Teaching on my course,45.8,69.9,,,,,,,,71.1,83.2,-12.1,6,6.3,94.6,4.7,0.7,98,65.5
3905,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Theme 2: Learning opportunities,45.8,69.9,,,,,,,,68,80.1,-12.1,6.3,6.3,93.5,5.4,1.1,98,65.5
3906,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Theme 3: Assessment and feedback,45.8,69.9,,,,,,,,57.3,76.6,-19.3,6.8,6.3,99.3,0.6,0.1,98,65.5
3907,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Theme 4: Academic support,45.8,69.9,,,,,,,,72.9,85.9,-13,5.7,6.2,96.9,2.8,0.3,98,65.5
3908,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Theme 5: Organisation and management,45.8,69.9,,,,,,,,68.9,83.2,-14.3,6.2,6.3,97.2,2.5,0.3,98,65.5
3909,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Theme 6: Learning resources,45.3,69.9,,,,,,,,83.8,88.1,-4.4,5,6.3,64.7,27,8.3,98,65.5
3910,Full-time,First degree,CAH3,CAH09-01-03,Statistics,Theme 7: Student voice,45.8,69.9,,,,,,,,62.5,77.8,-15.2,6.8,6.3,97,2.6,0.4,98,65.5
3911,Full-time,First degree,CAH1,CAH15,Social sciences,Q01: How good are teaching staff at explaining things?,587.9,862.1,,176.11,362.84,39.32,9.67,,1,91.7,90.9,0.8,1.1,4.9,0.2,93.7,6.2,797,68.3
3912,Full-time,First degree,CAH1,CAH15,Social sciences,Q02: How often do teaching staff make the subject engaging?,588.4,862.1,,132.1,346.57,91.94,17.83,,0.5,81.3,77.6,3.8,1.6,4.9,0,21.1,78.9,797,68.3
3913,Full-time,First degree,CAH1,CAH15,Social sciences,Q03: How often is the course intellectually stimulating?,588.4,862.1,,308.92,226.71,46.48,6.33,,0.5,91,85.8,5.2,1.3,4.9,0,1.9,98.1,797,68.3
3914,Full-time,First degree,CAH1,CAH15,Social sciences,Q04: How often does your course challenge you to achieve your best work?,586.9,862.1,,252.230000000001,236.39,79.99,18.33,,2,83.2,80.6,2.6,1.5,4.9,0,46.8,53.1,797,68.3
3915,Full-time,First degree,CAH1,CAH15,Social sciences,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,587.4,862.1,,268.9,236.73,72.98,8.83,,1.5,86.1,82.8,3.3,1.4,4.9,0,29.9,70.1,797,68.3
3916,Full-time,First degree,CAH1,CAH15,Social sciences,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,588.4,862.1,,191.2,298.94,82.47,15.83,,0.5,83.3,82.9,0.3,1.5,4.9,2.7,90.1,7.2,797,68.3
3917,Full-time,First degree,CAH1,CAH15,Social sciences,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,588.1,862.1,,265.410000000001,221.08,87.46,14.16,,0.83,82.7,82.5,0.2,1.5,4.9,3.6,90.3,6.1,797,68.3
3918,Full-time,First degree,CAH1,CAH15,Social sciences,Q08: To what extent does your course have the right balance of directed and independent study?,587.8,862.1,,168.07,225.92,143.78,50,,1.17,67,73.6,-6.5,1.8,4.9,98.8,1.2,0,797,68.3
3919,Full-time,First degree,CAH1,CAH15,Social sciences,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,586.4,862.1,,141.42,278.22,124.14,42.66,,2.5,71.6,74.3,-2.7,1.7,4.9,55.6,44.3,0.1,797,68.3
3920,Full-time,First degree,CAH1,CAH15,Social sciences,Q10: How clear were the marking criteria used to assess your work?,588.4,862.1,,117.65,238.880000000001,176.77,55.14,,0.5,60.6,69.2,-8.6,1.9,4.9,100,0,0,797,68.3
3921,Full-time,First degree,CAH1,CAH15,Social sciences,Q11: How fair has the marking and assessment been on your course?,587.9,862.1,,98.15,334.16,121.98,33.65,,1,73.5,76.8,-3.2,1.7,4.9,66.9,33.1,0,797,68.3
3922,Full-time,First degree,CAH1,CAH15,Social sciences,Q12: How well have assessments allowed you to demonstrate what you have learned?,587.4,862.1,,120.97,323.72,115.27,27.48,,1.5,75.7,77.3,-1.6,1.6,4.9,29.7,69.7,0.6,797,68.3
3923,Full-time,First degree,CAH1,CAH15,Social sciences,Q13: How often have you received assessment feedback on time?,586.9,862.1,,155.96,267.73,115.27,47.98,,2,72.2,74.8,-2.6,1.7,4.9,53.1,46.7,0.1,797,68.3
3924,Full-time,First degree,CAH1,CAH15,Social sciences,Q14: How often does feedback help you to improve your work?,587.9,862.1,,134.45,276.750000000001,133.44,43.3,,1,69.9,65.2,4.7,1.8,4.9,0,11.4,88.6,797,68.3
3925,Full-time,First degree,CAH1,CAH15,Social sciences,Q15: How easy was it to contact teaching staff when you needed to?,584.8,862.1,,247.730000000001,278.74,50.64,7.67,,4.16,90,85.8,4.2,1.4,4.8,0,10.3,89.7,797,68.3
3926,Full-time,First degree,CAH1,CAH15,Social sciences,Q16: How well have teaching staff supported your learning?,586.3,862.1,,181.76,318.38,72.97,13.17,,2.66,85.3,83.6,1.8,1.5,4.9,0.2,69.3,30.5,797,68.3
3927,Full-time,First degree,CAH1,CAH15,Social sciences,Q17: How well organised is your course?,588.4,862.1,,162.93,320.38,87.3,17.83,,0.5,82.1,78.2,3.9,1.6,4.9,0,19.3,80.7,797,68.3
3928,Full-time,First degree,CAH1,CAH15,Social sciences,Q18: How well were any changes to teaching on your course communicated?,570.3,862.1,,175.58,275.200000000001,100.5,19,,18.66,79,78.6,0.5,1.7,4.8,3.9,84.7,11.4,797,68.3
3929,Full-time,First degree,CAH1,CAH15,Social sciences,Q19: How well have the IT resources and facilities supported your learning?,566.8,862.1,,199.1,285.39,61.64,20.66,,20.15,85.5,84.5,1,1.5,4.9,0.8,83.6,15.6,797,68.3
3930,Full-time,First degree,CAH1,CAH15,Social sciences,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",573.8,862.1,,270.97,240.990000000001,47.15,14.66,,12.5,89.2,89.8,-0.6,1.2,4.8,6.2,93.2,0.5,797,68.3
3931,Full-time,First degree,CAH1,CAH15,Social sciences,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",540.3,862.1,,214.26,256.870000000001,59.99,9.16,,44.99,87.2,88,-0.8,1.4,4.8,11.5,87.7,0.8,797,68.3
3932,Full-time,First degree,CAH1,CAH15,Social sciences,Q22: To what extent do you get the right opportunities to give feedback on your course?,583.8,862.1,,224.27,258.070000000001,84.28,17.15,,0.5,82.6,81.4,1.2,1.6,4.9,0.9,79,20.1,797,68.3
3933,Full-time,First degree,CAH1,CAH15,Social sciences,Q23: To what extent are students' opinions about the course valued by staff?,577.4,862.1,,140.93,244.07,138.95,53.49,,5.83,66.7,74.2,-7.5,1.8,4.9,99.7,0.3,0,797,68.3
3934,Full-time,First degree,CAH1,CAH15,Social sciences,Q24: How clear is it that students' feedback on the course is acted on?,571.8,862.1,,83.79,188.22,222.46,77.3,,10.83,47.6,59.3,-11.7,2,4.8,100,0,0,797,68.3
3935,Full-time,First degree,CAH1,CAH15,Social sciences,Q25: How well does the students' union (association or guild) represent students' academic interests?,544.6,862.1,,99.79,260.870000000001,131.15,52.82,,37.97,66.2,69.5,-3.2,1.9,5,65.2,34.7,0.1,797,68.3
3936,Full-time,First degree,CAH1,CAH15,Social sciences,Q26: How well communicated was information about your university/college's mental wellbeing support services?,558.4,862.1,,118.28,247.700000000001,139.31,53.15,,21.66,65.5,75.4,-9.8,1.9,4.8,100,0,0,797,68.3
3937,Full-time,First degree,CAH1,CAH15,Social sciences,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",574.6,862.1,,231.1,255.700000000001,71.64,16.16,,5.5,84.7,85.9,-1.2,1.4,5.5,18.3,81.3,0.5,797,68.3
3938,Full-time,First degree,CAH1,CAH15,Social sciences,Theme 1: Teaching on my course,588.4,862.1,,,,,,,,86.8,83.7,3.1,1.4,4.9,0,34.6,65.4,797,68.3
3939,Full-time,First degree,CAH1,CAH15,Social sciences,Theme 2: Learning opportunities,588.4,862.1,,,,,,,,78.1,79.2,-1.1,1.6,4.9,19.1,79.6,1.3,797,68.3
3940,Full-time,First degree,CAH1,CAH15,Social sciences,Theme 3: Assessment and feedback,588.4,862.1,,,,,,,,70.4,72.6,-2.3,1.8,4.9,44.4,55.2,0.4,797,68.3
3941,Full-time,First degree,CAH1,CAH15,Social sciences,Theme 4: Academic support,587.9,862.1,,,,,,,,87.6,84.6,2.9,1.4,4.9,0,38.5,61.5,797,68.3
3942,Full-time,First degree,CAH1,CAH15,Social sciences,Theme 5: Organisation and management,588.4,862.1,,,,,,,,80.6,78.4,2.2,1.6,4.9,0.2,57,42.8,797,68.3
3943,Full-time,First degree,CAH1,CAH15,Social sciences,Theme 6: Learning resources,585.4,862.1,,,,,,,,87.2,87.3,-0.2,1.3,4.8,4.2,93.4,2.4,797,68.3
3944,Full-time,First degree,CAH1,CAH15,Social sciences,Theme 7: Student voice,583.8,862.1,,,,,,,,65.9,71.7,-5.8,1.9,4.9,96.2,3.8,0,797,68.3
3945,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q01: How good are teaching staff at explaining things?,117.6,164.5,,36.52,73.9,7.17,0,,0,93.9,92.1,1.8,2.3,3.5,3.4,58.4,38.2,141,71.5
3946,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q02: How often do teaching staff make the subject engaging?,117.6,164.5,,34.85,70.06,12.01,0.67,,0,89.2,80,9.2,3.3,3.5,0,2,97.9,141,71.5
3947,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q03: How often is the course intellectually stimulating?,117.6,164.5,,58.04,48.54,10.01,1,,0,90.6,83.8,6.9,3,3.5,0.1,7.4,92.5,141,71.5
3948,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q04: How often does your course challenge you to achieve your best work?,117.6,164.5,,45.37,56.38,12.67,3.17,,0,86.5,79.7,6.8,3.3,3.5,0.3,9.5,90.2,141,71.5
3949,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q05: To what extent have you had the chance to explore ideas and concepts in depth?,117.6,164.5,,56.87,49.72,10,1,,0,90.6,83,7.7,3,3.5,0,4.3,95.6,141,71.5
3950,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,117.6,164.5,,31.86,71.89,11.34,2.5,,0,88.2,83.2,5,3.2,3.5,0.9,20.6,78.5,141,71.5
3951,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q07: To what extent have you had the chance to bring together information and ideas from different topics?,117.6,164.5,,59.04,38.04,18.01,2.5,,0,82.6,85.7,-3.1,3.4,3.5,57.6,37.8,4.6,141,71.5
3952,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q08: To what extent does your course have the right balance of directed and independent study?,117.6,164.5,,33.37,55.04,24.34,4.84,,0,75.2,75.1,0.1,3.9,3.5,25.3,48,26.7,141,71.5
3953,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,117.6,164.5,,31.35,58.55,21.19,6.5,,0,76.5,75.6,0.8,3.8,3.5,19.3,47.9,32.8,141,71.5
3954,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q10: How clear were the marking criteria used to assess your work?,117.6,164.5,,28.52,61.39,22.01,5.67,,0,76.5,75.8,0.7,3.7,3.5,19.9,49,31.1,141,71.5
3955,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q11: How fair has the marking and assessment been on your course?,117.1,164.5,,19.36,74.2,20.03,3.5,,0.5,79.9,78.5,1.4,3.6,3.5,13.5,48.1,38.4,141,71.5
3956,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q12: How well have assessments allowed you to demonstrate what you have learned?,117.6,164.5,,34.03,67.05,15.51,1,,0,86,80.6,5.4,3.3,3.5,0.8,18,81.2,141,71.5
3957,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q13: How often have you received assessment feedback on time?,117.6,164.5,,31.38,51.37,20.34,14.5,,0,70.4,78.4,-8,3.9,3.5,92.2,7.4,0.3,141,71.5
3958,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q14: How often does feedback help you to improve your work?,117.6,164.5,,29.68,58.23,24.01,5.67,,0,74.8,71,3.7,4,3.5,5.8,31.9,62.3,141,71.5
3959,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q15: How easy was it to contact teaching staff when you needed to?,117.6,164.5,,55.05,51.87,9.67,1,,0,90.9,83.3,7.6,3.1,3.5,0.1,5.1,94.8,141,71.5
3960,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q16: How well have teaching staff supported your learning?,117.6,164.5,,39.19,65.06,13.34,0,,0,88.7,84,4.7,3.2,3.5,1.3,23.9,74.8,141,71.5
3961,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q17: How well organised is your course?,117.6,164.5,,32.35,65.06,16.18,4,,0,82.8,76.4,6.5,3.7,3.5,0.7,13.3,86,141,71.5
3962,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q18: How well were any changes to teaching on your course communicated?,116.6,164.5,,37.87,54.03,22.19,2.5,,1,78.8,76.2,2.7,3.8,3.5,9,39.4,51.6,141,71.5
3963,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q19: How well have the IT resources and facilities supported your learning?,115.9,164.5,,29.03,75.54,8.35,3,,1.67,90.2,83.3,6.9,3.1,3.6,0.1,7.5,92.3,141,71.5
3964,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology","Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",115.3,164.5,,52.38,52.19,7.68,3,,2.34,90.7,90.3,0.5,2.6,3.4,13.1,64.7,22.2,141,71.5
3965,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology","Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",109.3,164.5,,41.19,55.39,12.67,0,,8.34,88.4,86.4,2,3.1,3.5,7.4,49.2,43.4,141,71.5
3966,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q22: To what extent do you get the right opportunities to give feedback on your course?,117.6,164.5,,52.72,51.2,11.67,2,,0,88.4,81.1,7.3,3.3,3.5,0.2,7.5,92.4,141,71.5
3967,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q23: To what extent are students' opinions about the course valued by staff?,117.6,164.5,,37.69,45.88,26.68,7.34,,0,71.1,75,-3.9,4,3.6,63.7,30.9,5.5,141,71.5
3968,Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q24: How clear is it that students' feedback on the course is acted on?,115.6,164.5,,17.84,49.87,38.71,9.17,,2,58.6,59.6,-1,4.4,3.6,36.6,41.9,21.5,141,71.5
